image_path,mask_path,series,split
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121808450029VAS_slice_5580.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121808450029VAS_slice_5580.png,202201121808450029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121808450029VAS_slice_5608.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121808450029VAS_slice_5608.png,202201121808450029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121808450029VAS_slice_5646.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121808450029VAS_slice_5646.png,202201121808450029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121808450029VAS_slice_5654.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121808450029VAS_slice_5654.png,202201121808450029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121808450029VAS_slice_5857.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121808450029VAS_slice_5857.png,202201121808450029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121808450029VAS_slice_5872.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121808450029VAS_slice_5872.png,202201121808450029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121808450029VAS_slice_5942.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121808450029VAS_slice_5942.png,202201121808450029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121808450029VAS_slice_6019.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121808450029VAS_slice_6019.png,202201121808450029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_173.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_173.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_177.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_177.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_186.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_186.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_227.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_227.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_234.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_234.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_237.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_237.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_254.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_254.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_322.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_322.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_330.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_330.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_345.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_345.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_405.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_405.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_408.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_408.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_410.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_410.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_430.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_430.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_442.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_442.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_455.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_455.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823140034VAS_slice_479.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823140034VAS_slice_479.png,202201121823140034VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1323.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1323.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1330.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1330.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1343.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1343.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1409.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1409.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1420.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1420.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1463.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1463.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1467.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1467.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1473.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1473.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1479.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1479.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1486.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1486.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_151.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_151.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1514.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1514.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_154.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_154.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1550.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1550.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1554.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1554.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_1556.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_1556.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_21.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_21.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_240.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_240.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_253.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_253.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_327.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_327.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_336.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_336.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_340.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_340.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_389.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_389.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_390.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_390.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_400.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_400.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_403.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_403.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_41.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_41.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_442.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_442.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_465.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_465.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_471.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_471.png,202201121823380035VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121823380035VAS_slice_472.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121823380035VAS_slice_472.png,202201121823380035VAS,train
